Wall time,Step,Value
1533126112.0992663,0,nan
1533126131.1319392,1,nan
1533126150.0409925,2,nan
1533126168.8818667,3,nan
1533126187.9047475,4,0.39419999718666077
1533126206.7731977,5,0.3686000108718872
1533126225.874853,6,0.4115999937057495
1533126244.8851526,7,0.40230000019073486
1533126263.7923892,8,0.46000000834465027
1533126282.904986,9,0.5271000266075134
1533126302.0861158,10,0.5026999711990356
1533126321.2076197,11,0.5382999777793884
1533126340.265466,12,0.5583000183105469
1533126359.2669008,13,0.5684999823570251
1533126378.3100052,14,0.6334999799728394
1533126397.255607,15,0.5842000246047974
1533126416.1418092,16,0.5902000069618225
1533126435.3378558,17,0.6554999947547913
1533126454.5079696,18,0.6402000188827515
1533126474.141902,19,0.5741000175476074
1533126493.1576614,20,0.6499999761581421
1533126512.2417476,21,0.6693000197410583
1533126531.4217472,22,0.6847000122070312
1533126550.4857738,23,0.6539999842643738
1533126569.5498064,24,0.7031999826431274
1533126588.5499048,25,0.7396000027656555
1533126607.8499641,26,0.6248999834060669
1533126626.850635,27,0.6776999831199646
1533126645.8766432,28,0.7337999939918518
1533126665.1594112,29,0.671999990940094
1533126684.0380855,30,0.7111999988555908
1533126703.1183755,31,0.683899998664856
1533126722.440988,32,0.7196999788284302
1533126741.4816935,33,0.7081999778747559
1533126760.5047538,34,0.7193999886512756
1533126779.5266087,35,0.7269999980926514
1533126798.7381067,36,0.6507999897003174
1533126817.8963046,37,0.7516000270843506
1533126836.8984005,38,0.694100022315979
1533126856.0279582,39,0.7229999899864197
1533126875.29657,40,0.7224000096321106
1533126894.3130345,41,0.6740999817848206
1533126913.2893581,42,0.734499990940094
1533126932.3189242,43,0.6909000277519226
1533126951.6365204,44,0.7523999810218811
1533126970.5714643,45,0.7347000241279602
1533126989.6338246,46,0.7508999705314636
1533127008.7992766,47,0.7024999856948853
1533127027.813233,48,0.7242000102996826
1533127047.0184627,49,0.7620000243186951
1533127065.8678374,50,0.7577000260353088
1533127084.8664145,51,0.6915000081062317
1533127103.8947394,52,0.6899999976158142
1533127123.0577044,53,0.7053999900817871
1533127142.2319317,54,0.6951000094413757
1533127161.221135,55,0.722000002861023
1533127180.3754258,56,0.6953999996185303
1533127199.3125024,57,0.7264999747276306
1533127218.3695457,58,0.7282000184059143
1533127237.423806,59,0.6589999794960022
1533127256.5347729,60,0.7666000127792358
1533127275.550313,61,0.7667999863624573
1533127294.4913967,62,0.6804999709129333
1533127313.5347126,63,0.7032999992370605
1533127332.7858253,64,0.7081999778747559
1533127351.8350515,65,0.6816999912261963
1533127370.9017758,66,0.6751999855041504
1533127389.8820927,67,0.7046999931335449
1533127409.0857997,68,0.715399980545044
1533127428.019172,69,0.7127000093460083
1533127447.0979037,70,0.7103000283241272
1533127466.192791,71,0.713699996471405
1533127485.223736,72,0.7450000047683716
1533127504.5354457,73,0.7225000262260437
1533127523.7374477,74,0.7382000088691711
1533127542.8246477,75,0.7421000003814697
1533127561.7650495,76,0.7210000157356262
1533127581.0193708,77,0.7318000197410583
1533127600.2389333,78,0.7484999895095825
1533127619.4624763,79,0.7335000038146973
1533127638.4538767,80,0.7597000002861023
1533127657.5487273,81,0.7555000185966492
1533127676.3342922,82,0.7174999713897705
1533127695.5162642,83,0.7106000185012817
1533127714.7063875,84,0.7246999740600586
1533127733.577274,85,0.7366999983787537
1533127752.630674,86,0.7038999795913696
1533127771.7578619,87,0.6858000159263611
1533127790.968794,88,0.7156000137329102
1533127809.9512377,89,0.7159000039100647
1533127829.1109967,90,0.6802999973297119
1533127848.1020484,91,0.7142999768257141
1533127867.0288541,92,0.7214000225067139
1533127886.0389698,93,0.7239000201225281
1533127904.9789915,94,0.715399980545044
1533127924.0775344,95,0.6930999755859375
1533127943.068923,96,0.7195000052452087
1533127962.155349,97,0.6751000285148621
1533127981.355643,98,0.6962000131607056
1533128000.2355108,99,0.6991999745368958
1533128019.0625513,100,0.7105000019073486
