Wall time,Step,Value
1533287074.0760057,0,nan
1533287092.9231114,1,nan
1533287111.8304026,2,nan
1533287130.736024,3,0.3260999917984009
1533287149.6951787,4,0.32519999146461487
1533287168.7405033,5,0.48730000853538513
1533287187.84075,6,0.48260000348091125
1533287206.7966895,7,0.451200008392334
1533287225.7870631,8,0.5055000185966492
1533287245.0414207,9,0.5699999928474426
1533287264.0810676,10,0.5285999774932861
1533287283.1039577,11,0.5845999717712402
1533287302.218311,12,0.52920001745224
1533287321.3396356,13,0.6256999969482422
1533287340.3652334,14,0.6161999702453613
1533287359.3548915,15,0.6179999709129333
1533287378.5481327,16,0.637499988079071
1533287397.72294,17,0.5763000249862671
1533287416.8211098,18,0.6126999855041504
1533287436.0655837,19,0.5789999961853027
1533287455.0533338,20,0.611299991607666
1533287474.0244918,21,0.6312000155448914
1533287493.3350422,22,0.637499988079071
1533287512.5029476,23,0.6345999836921692
1533287531.6111784,24,0.6434000134468079
1533287551.1376388,25,0.7353000044822693
1533287570.4386368,26,0.6610999703407288
1533287589.7784657,27,0.6995999813079834
1533287609.2166228,28,0.6984999775886536
1533287628.1625578,29,0.6473000049591064
1533287647.6000388,30,0.636900007724762
1533287666.7168798,31,0.6571000218391418
1533287686.1562657,32,0.6711000204086304
1533287705.3658342,33,0.6518999934196472
1533287724.739861,34,0.7099999785423279
1533287744.095693,35,0.6611999869346619
1533287763.1807368,36,0.7174999713897705
1533287782.5317621,37,0.6905999779701233
1533287801.72381,38,0.669700026512146
1533287821.084864,39,0.7121999859809875
1533287840.3193035,40,0.7092999815940857
1533287859.5866466,41,0.7211999893188477
1533287879.0109708,42,0.7125999927520752
1533287898.292476,43,0.7494000196456909
1533287917.4174757,44,0.725600004196167
1533287936.9186392,45,0.7067000269889832
1533287956.1800387,46,0.7595999836921692
1533287975.364266,47,0.7128000259399414
1533287994.7080386,48,0.7294999957084656
1533288013.9685814,49,0.6657000184059143
1533288033.412521,50,0.6808000206947327
1533288052.5134578,51,0.7558000087738037
1533288071.6479826,52,0.7412999868392944
1533288090.757206,53,0.7182000279426575
1533288109.9875767,54,0.7281000018119812
1533288129.318604,55,0.7387999892234802
1533288148.646145,56,0.7229999899864197
1533288167.7876067,57,0.7473000288009644
