Wall time,Step,Value
1533287071.872341,0,186.6388397216797
1533287091.403525,1,145.18304443359375
1533287110.3609269,2,126.26220703125
1533287129.2088423,3,110.62218475341797
1533287148.1979015,4,94.85385131835938
1533287167.225065,5,80.74666595458984
1533287186.3263655,6,69.43141174316406
1533287205.3010824,7,63.29273986816406
1533287224.2416348,8,59.28754425048828
1533287243.4078128,9,56.32296371459961
1533287262.5791664,10,53.14798355102539
1533287281.5563579,11,49.704383850097656
1533287300.7427914,12,45.940521240234375
1533287319.890762,13,43.76041030883789
1533287338.868732,14,41.09157180786133
1533287357.8496873,15,40.38520050048828
1533287377.0482714,16,36.6731071472168
1533287396.0857658,17,36.72637939453125
1533287415.3534253,18,34.826236724853516
1533287434.5369751,19,32.26799774169922
1533287453.5222046,20,31.71347427368164
1533287472.5058398,21,30.098636627197266
1533287491.8268163,22,29.208751678466797
1533287511.0047746,23,28.377656936645508
1533287530.1322203,24,28.54384422302246
1533287549.4723783,25,24.861513137817383
1533287568.8476117,26,24.713653564453125
1533287588.2314866,27,24.9754638671875
1533287607.6597917,28,23.413963317871094
1533287626.6707141,29,22.36992645263672
1533287646.0937414,30,21.890958786010742
1533287665.2378004,31,21.21565818786621
1533287684.6229842,32,19.9102840423584
1533287703.7669826,33,18.982891082763672
1533287723.0833447,34,18.88968849182129
1533287742.550691,35,18.931354522705078
1533287761.671376,36,18.094621658325195
1533287780.9352117,37,17.39761734008789
1533287800.2483323,38,17.37305450439453
1533287819.612633,39,16.099380493164062
1533287838.7389598,40,16.437915802001953
1533287858.0667956,41,14.722615242004395
1533287877.296881,42,15.069307327270508
1533287896.7692442,43,14.195408821105957
1533287915.9101207,44,14.272523880004883
1533287935.4070566,45,13.218338012695312
1533287954.6492229,46,13.184547424316406
1533287973.8529015,47,13.393738746643066
1533287993.2297463,48,13.467057228088379
1533288012.4370546,49,13.008646011352539
1533288031.7308686,50,12.581185340881348
1533288051.0080097,51,12.461106300354004
1533288070.137218,52,11.902276039123535
1533288089.2404857,53,10.951689720153809
1533288108.457943,54,10.947115898132324
1533288127.8065019,55,11.414397239685059
1533288147.043383,56,11.01806354522705
1533288166.2588794,57,10.609596252441406
1533288185.4527483,58,10.911377906799316
1533288204.5688884,59,11.236760139465332
1533288223.9270568,60,10.748595237731934
1533288243.2595382,61,9.948938369750977
1533288262.4405603,62,10.276734352111816
1533288281.6195483,63,9.222402572631836
1533288300.8658438,64,9.858506202697754
1533288320.153772,65,9.784112930297852
1533288339.3666444,66,9.115519523620605
1533288358.428788,67,9.144474029541016
1533288377.9047081,68,8.467365264892578
1533288397.1321094,69,8.610405921936035
1533288416.28203,70,8.828235626220703
1533288435.4331684,71,8.476420402526855
1533288454.9734254,72,8.187171936035156
1533288474.412273,73,8.544365882873535
1533288493.6062627,74,9.455315589904785
1533288512.8120198,75,8.146750450134277
1533288531.9618795,76,8.579158782958984
1533288551.3690138,77,7.7376627922058105
1533288570.5242524,78,7.7257585525512695
1533288589.7355204,79,8.1630220413208
1533288608.804536,80,8.388005256652832
1533288628.146719,81,8.079803466796875
1533288647.3300555,82,7.669426918029785
1533288666.6060507,83,7.304326057434082
1533288685.8505723,84,7.986942768096924
1533288705.028116,85,8.273152351379395
1533288724.2210615,86,8.1138334274292
1533288743.457002,87,6.980493068695068
1533288762.7693973,88,6.699426174163818
1533288781.9649994,89,6.47652006149292
1533288801.4048934,90,7.712925910949707
1533288820.6494496,91,6.556212425231934
1533288839.9099324,92,6.398940563201904
1533288859.2953608,93,6.723805904388428
1533288878.691728,94,6.656470775604248
1533288897.9530842,95,6.382927417755127
1533288917.1687262,96,9.707852363586426
1533288936.4218822,97,7.137657642364502
1533288955.850222,98,6.4884114265441895
1533288974.946442,99,6.528014659881592
1533288994.2155895,100,5.6757330894470215
1533289013.57243,101,5.397550582885742
1533289032.9799204,102,5.287169456481934
1533289051.978253,103,5.930783271789551
1533289071.1152432,104,5.797417640686035
1533289090.313008,105,5.433977127075195
1533289109.5486689,106,5.355032920837402
1533289128.990964,107,5.253450870513916
1533289148.3185072,108,5.919051170349121
1533289167.5173018,109,5.673728942871094
1533289186.8385186,110,5.336725234985352
1533289206.1367512,111,5.62498664855957
1533289225.288214,112,5.943859100341797
1533289244.5906518,113,5.827225208282471
1533289263.881225,114,5.7647833824157715
1533289283.3803082,115,8.127361297607422
1533289302.6453311,116,6.211468696594238
1533289322.1435454,117,5.679437637329102
1533289341.2857697,118,5.124271869659424
1533289360.776126,119,5.34114408493042
1533289379.9778316,120,5.971445083618164
1533289399.16998,121,5.353729724884033
1533289418.5718544,122,4.863966941833496
1533289437.8033617,123,4.916099548339844
1533289457.0699341,124,4.836688995361328
1533289476.2396388,125,5.1910576820373535
1533289495.5232766,126,4.638474464416504
1533289514.9347382,127,5.4354681968688965
1533289534.1787133,128,5.399730682373047
1533289553.5438855,129,5.131021499633789
1533289572.7875984,130,5.2198686599731445
1533289592.0335047,131,4.828988552093506
1533289611.1268725,132,4.73895788192749
1533289630.477674,133,4.9313836097717285
1533289649.7918515,134,4.96591329574585
1533289669.2067108,135,5.111111640930176
1533289688.6990316,136,5.013172149658203
1533289708.243631,137,4.443477630615234
1533289727.4839358,138,4.304196834564209
1533289746.8274453,139,4.858850002288818
1533289766.1416125,140,5.3302412033081055
1533289785.5491195,141,4.495108604431152
1533289804.8361182,142,3.889618158340454
1533289824.1283243,143,4.4726033210754395
1533289843.5425332,144,4.096992015838623
1533289862.7138119,145,6.50117826461792
1533289882.2244642,146,4.9545135498046875
1533289901.553601,147,5.672747611999512
1533289920.9076087,148,4.5726776123046875
1533289940.0498166,149,4.227326393127441
1533289959.2544384,150,3.9314494132995605
1533289978.5617917,151,4.663266658782959
1533289997.9985511,152,4.763782501220703
1533290017.4981158,153,3.996150255203247
1533290036.8143585,154,4.530882835388184
1533290055.9892435,155,4.459407806396484
1533290075.3819757,156,3.9346094131469727
1533290094.6413696,157,3.731718063354492
1533290114.0154202,158,3.8638696670532227
1533290133.424851,159,3.5329043865203857
1533290152.6710227,160,3.8870184421539307
1533290172.1357393,161,3.694542169570923
1533290191.4346237,162,3.8154778480529785
1533290210.5772746,163,4.339434623718262
1533290229.7584286,164,4.314875602722168
1533290249.0938723,165,3.9436967372894287
1533290268.2931902,166,4.851502895355225
1533290287.726816,167,5.184850692749023
1533290307.179442,168,4.567524433135986
1533290326.6525211,169,4.175387382507324
1533290345.8790817,170,3.7344207763671875
1533290365.2462306,171,3.825814962387085
1533290384.6625621,172,3.789581775665283
1533290404.2666905,173,5.139736175537109
1533290423.4057767,174,4.605175971984863
1533290442.5923853,175,3.9774293899536133
1533290461.8705168,176,3.719444751739502
1533290481.3718026,177,3.727609395980835
1533290500.7928128,178,3.906068801879883
1533290520.17682,179,4.194448947906494
1533290539.5469077,180,3.8665664196014404
1533290558.7135363,181,3.2754628658294678
1533290577.8826945,182,3.493619918823242
1533290597.2719395,183,3.633256196975708
1533290616.7593632,184,4.09123420715332
1533290636.0264292,185,3.7119734287261963
1533290655.5641682,186,3.652970552444458
1533290675.1093972,187,3.668365955352783
1533290694.2122586,188,3.4903643131256104
1533290713.3561883,189,3.5674798488616943
1533290732.5248733,190,3.519865036010742
1533290751.8196251,191,3.4628548622131348
1533290771.1939743,192,3.7434206008911133
1533290790.347113,193,4.327678680419922
1533290809.4468026,194,4.15806770324707
1533290828.8819575,195,3.6115128993988037
1533290848.1127675,196,4.109045505523682
1533290867.3785403,197,4.712173938751221
1533290886.5913093,198,5.056545257568359
1533290905.8267214,199,4.976212978363037
